"Checkout Options","Pogoji nakupa",module,Magento_Checkout
"Enable Onepage Checkout","Omogoči nakup na eni strani",module,Magento_Checkout
"Allow Guest Checkout","Nakup omogoči gostom",module,Magento_Checkout
"Require Customer To Be Logged In To Checkout","Zahtevana prijava kupca za nakup",module,Magento_Checkout
"Quote Lifetime (days)","Življenska doba ponudbe (dnevi)",module,Magento_Checkout
"After Adding a Product Redirect to Shopping Cart","Po dodajanju izdelka, preusmeritev na košarico",module,Magento_Checkout
"My Cart Link","Povezava moje košarice",module,Magento_Checkout
"Display Cart Summary","Povzetek prikaza košarice",module,Magento_Checkout
"Shopping Cart Sidebar","Stranska vrstica košarice",module,Magento_Checkout
"Display Shopping Cart Sidebar","Prikaz stranske vrstice košarice",module,Magento_Checkout
"Maximum Display Recently Added Item(s)","Največ prikazanih nedavno dodanih elementov",module,Magento_Checkout
"Payment Failed Emails","E-pošte neuspešnih plačil",module,Magento_Checkout
"Payment Failed Email Sender","Pošiljatelj e-pošte neuspešnega plačila",module,Magento_Checkout
"Payment Failed Email Receiver","Prejemnik e-pošte neuspešnega plačila",module,Magento_Checkout
"Payment Failed Template","Predloga neuspešnega plačila",module,Magento_Checkout
"Email template chosen based on theme fallback when ""Default"" option is selected.","Predloga e-pošte je izbrana glede na pomožno temo, ko je izbrana možnost ""Privzeto"".",module,Magento_Checkout
"Send Payment Failed Email Copy To","Pošlji kopijo e-pošte neuspešnega plačila na",module,Magento_Checkout
"Separate by "","".","Ločeno z "","".",module,Magento_Checkout
"Send Payment Failed Email Copy Method","Način pošiljanja kopije e-pošte neuspešnega plačila",module,Magento_Checkout
"Shipping","Dostava",module,Magento_Checkout
"Order Total","Skupno naročilo",module,Magento_Checkout
"Shipping Address","Naslov za dostavo",module,Magento_Checkout
"Save Address","Shrani naslov",module,Magento_Checkout
"Cancel","Prekliči",module,Magento_Checkout
"We'll send your order confirmation here.","Sem vam bomo poslali potrditev vašega naročila.",module,Magento_Checkout
"For delivery questions.","Za vprašanja o dostavi.",module,Magento_Checkout
"Payment","Plačilo",module,Magento_Checkout
"Cart Subtotal","Delna vsota košarice",module,Magento_Checkout
"Not yet calculated","Ni še izračunano",module,Magento_Checkout
"We received your order!","Prejeli smo vaše naročilo!",module,Magento_Checkout
"Thank you for your purchase!","Hvala za vaš nakup!",module,Magento_Checkout
"Shopping Cart","Košarica",module,Magento_Checkout
"Invalid method: %1","Neveljavna metoda: %1",module,Magento_Checkout
"City","Mesto",module,Magento_Checkout
"Country","Država",module,Magento_Checkout
"State/Province","Država/območje",module,Magento_Checkout
"Zip/Postal Code","Poštna številka",module,Magento_Checkout
"My Cart (1 item)","Moja košarica (1 element)",module,Magento_Checkout
"My Cart (%1 items)","Moja košarica (%1 elementov)",module,Magento_Checkout
"My Cart","Moja košarica",module,Magento_Checkout
"Minimum order amount is %1","Najmanjši znesek za naročilo je %1",module,Magento_Checkout
"Customer is already registered","Stranka je že registrirana",module,Magento_Checkout
"Your session has expired","Vaša seja je potekla",module,Magento_Checkout
"You added %1 to your shopping cart.","Dodali ste %1 v vašo košarico.",module,Magento_Checkout
"We can\'t add this item to your shopping cart right now.","Tega elementa trenutno ni mogoče dodati v vašo košarico.",module,Magento_Checkout
"Out of stock","Ni na zalogi",module,Magento_Checkout
"We can't find the quote item.","Elementa ponudbe ni mogoče najti.",module,Magento_Checkout
"We cannot configure the product.","Konfiguracija izdelka ni mogoča.",module,Magento_Checkout
"You used coupon code ""%1"".","Uporabili ste kodo kupona ""%1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","Koda kupona ""%1"" ni veljavna.",module,Magento_Checkout
"You canceled the coupon code.","Preklicali ste kodo kupona.",module,Magento_Checkout
"We cannot apply the coupon code.","Kode kupona ni mogoče uporabiti.",module,Magento_Checkout
"We can\'t remove the item.","Elementa ni mogoče odstraniti.",module,Magento_Checkout
"%1 was updated in your shopping cart.","%1 je bil posodobljen v košarici.",module,Magento_Checkout
"We can\'t update the item right now.","Elementa trenutno ni mogoče posodobiti.",module,Magento_Checkout
"We can\'t update the shopping cart.","Košarice ni mogoče posodobiti.",module,Magento_Checkout
"One-page checkout is turned off.","Nakup na eni strani je izklopljen.",module,Magento_Checkout
"Guest checkout is disabled.","Nakup gostov je onemogočen.",module,Magento_Checkout
"Checkout","Nakup",module,Magento_Checkout
"Page not found.","Strani ni mogoče najti.",module,Magento_Checkout
"Please agree to all the terms and conditions before placing the order.","Preden oddate naročilo, se morate strinjati z vsemi pravili in pogoji.",module,Magento_Checkout
"Something went wrong while processing your order. Please try again later.","Med obdelavo vašega naročila je šlo nekaj narobe. Poskusite znova pozneje.",module,Magento_Checkout
"%1 doesn\'t extend \Magento\Checkout\CustomerData\ItemInterface","%1 ne razširja \Magento\Checkout\CustomerData\ItemInterface",module,Magento_Checkout
"We can\'t find the product.","Izdelka ni mogoče najti.",module,Magento_Checkout
"The product does not exist.","Izdelek ne obstaja.",module,Magento_Checkout
"We don't have some of the products you want.","Nekaterih izdelkov, ki jih želite, nimamo.",module,Magento_Checkout
"We don't have as many of some products as you want.","Nimamo toliko nekaterih izdelkov, kot jih želite.",module,Magento_Checkout
"Quantity was recalculated from %1 to %2","Količina je bila ponovno izračunana od %1 do %2",module,Magento_Checkout
"We adjusted product quantities to fit the required increments.","Količine izdelkov so bile prilagojene, da ustrezajo zahtevanim korakom.",module,Magento_Checkout
"This quote item does not exist.","Ta element ponudbe ne obstaja.",module,Magento_Checkout
"Display number of items in cart","Prikaži število elementov v košarici",module,Magento_Checkout
"Display item quantities","Prikaz količine artiklov",module,Magento_Checkout
"Shipping address is not set","Dostavni naslov ni nastavljen",module,Magento_Checkout
"Unable to save address. Please, check input data.","Naslova ni mogoče shraniti. Prosimo, preverite vnešene podatke.",module,Magento_Checkout
"Carrier with such method not found: %1, %2","Prevoznika s takim načinom ni bilo mogoče najti: %1, %2",module,Magento_Checkout
"Unable to save shipping information. Please, check input data.","Ni mogoče shraniti informacij o pošiljanju. Prosimo, preverite vnešene podatke.",module,Magento_Checkout
"Cart contains virtual product(s) only. Shipping address is not applicable.","Košarica vsebuje le virtualne izdelke. Dostavni naslov ni v uporabi.",module,Magento_Checkout
"Shipping method is not applicable for empty cart","Način dostave ni v uporabi za prazno košarico",module,Magento_Checkout
" item"," element",module,Magento_Checkout
" items"," elementi",module,Magento_Checkout
"Totals calculation is not applicable to empty cart","Izračun vsote se ne uporablja za prazen voziček",module,Magento_Checkout
"Invalid data","Neveljavni podatki",module,Magento_Checkout
"The customer address is not valid.","Naslov stranke ni veljaven.",module,Magento_Checkout
"Invalid shipping method","Neveljaven način dostave",module,Magento_Checkout
"There are more than one shipping addresses.","Obstaja več kot en dostavni naslov.",module,Magento_Checkout
"Sorry, guest checkout is not available.","Žal, nakup gostov ni na voljo.",module,Magento_Checkout
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Potrditi morate vaš račun. Prosimo, preverite vašo e-pošto za potrditveno povezavo, ali pa <a href=""%1"">kliknite tukaj</a> za novo povezavo.",module,Magento_Checkout
"Load customer quote error","Napaka pri nalaganjue ponudbe kupca",module,Magento_Checkout
"Error message!","Sporočilo napake!",module,Magento_Checkout
"Error!","Napaka!",module,Magento_Checkout
"Wrong minimum amount.","Napačen najmanjši znesek.",module,Magento_Checkout
"Message","Sporočilo",module,Magento_Checkout
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""this.target='_blank' class=""print"">Natisni potrdilo</a>",module,Magento_Checkout
"Apply Discount Code","Uporabi kodo popusta",module,Magento_Checkout
"Enter discount code","Vnesite kodo popusta",module,Magento_Checkout
"Apply Discount","Uporabi popust",module,Magento_Checkout
"Cancel Coupon","Prekliči kupon",module,Magento_Checkout
